"","Var1","Freq"
"290","Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Financial Derivatives, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency",53
"291","Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Foreign, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency",10
"292","Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Foreign, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency",165
"293","Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Foreign, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency",58
"294","Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Insurance Technical Reserves, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency",15
"295","Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Insurance Technical Reserves, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency",121
"296","Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Insurance Technical Reserves, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency",53
"297","Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Loans, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency",15
"298","Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Loans, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency",124
"299","Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Loans, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency",53
"300","Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Other Accounts Payable, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency",14
"301","Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Other Accounts Payable, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency",53
"302","Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency",15
"303","Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency",125
"304","Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Securities Other than Shares, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency",53
"305","Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency",15
"306","Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency",119
"307","Fiscal, Budgetary Central Government, Assets and Liabilities, Liabilities, Shares and Other Equity, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency",53
"308","Fiscal, Budgetary Central Government, Assets and Liabilities, Net Financial Worth, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency",12
"309","Fiscal, Budgetary Central Government, Assets and Liabilities, Net Worth, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency",10
"310","Fiscal, Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Classification of the stocks of assets and liabilities, 2001 Manual, Domestic Currency",9
"311","Fiscal, Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency",144
"312","Fiscal, Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency",72
"313","Fiscal, Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Consumption of Fixed Capital, Classification of transactions in assets and liabilities, 2001 Manual, Domestic Currency",54
"314","Fiscal, Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Sales of Non-financial Assets, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Cash, Domestic Currency",130
"315","Fiscal, Budgetary Central Government, Assets and Liabilities, Non-financial Assets, Sales of Non-financial Assets, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency",45
"316","Fiscal, Budgetary Central Government, Cash receipts from operating activities, 2001 Manual, Cash, Domestic Currency",199
"317","Fiscal, Budgetary Central Government, Cash surplus/deficit [CSD_CA], 2001 Manual, Cash, Domestic Currency",194
"318","Fiscal, Budgetary Central Government, Expense, 2001 Manual, Cash, Domestic Currency",199
"319","Fiscal, Budgetary Central Government, Expense, 2001 Manual, Domestic Currency",72
"320","Fiscal, Budgetary Central Government, Expense, Compensation of Employees, 2001 Manual, Cash, Domestic Currency",139
"321","Fiscal, Budgetary Central Government, Expense, Compensation of Employees, 2001 Manual, Domestic Currency",72
"322","Fiscal, Budgetary Central Government, Expense, Consumption of Fixed Capital, 2001 Manual, Domestic Currency",54
"323","Fiscal, Budgetary Central Government, Expense, Grants, 2001 Manual, Cash, Domestic Currency",130
"324","Fiscal, Budgetary Central Government, Expense, Grants, 2001 Manual, Domestic Currency",72
"325","Fiscal, Budgetary Central Government, Expense, Interest, 2001 Manual, Cash, Domestic Currency",145
"326","Fiscal, Budgetary Central Government, Expense, Interest, 2001 Manual, Domestic Currency",72
"327","Fiscal, Budgetary Central Government, Expense, Other, 2001 Manual, Cash, Domestic Currency",136
"328","Fiscal, Budgetary Central Government, Expense, Other, 2001 Manual, Domestic Currency",69
"329","Fiscal, Budgetary Central Government, Expense, Social Benefits, 2001 Manual, Cash, Domestic Currency",130
"330","Fiscal, Budgetary Central Government, Expense, Social Benefits, 2001 Manual, Domestic Currency",69
"331","Fiscal, Budgetary Central Government, Expense, Subsidies, 2001 Manual, Cash, Domestic Currency",130
"332","Fiscal, Budgetary Central Government, Expense, Subsidies, 2001 Manual, Domestic Currency",72
"333","Fiscal, Budgetary Central Government, Expense, Use of Goods and Services, 2001 Manual, Cash, Domestic Currency",136
"334","Fiscal, Budgetary Central Government, Expense, Use of Goods and Services, 2001 Manual, Domestic Currency",72
"335","Fiscal, Budgetary Central Government, Gross operating balance, 2001 Manual, Domestic Currency",70
"336","Fiscal, Budgetary Central Government, Memo Item: Expenditure, 2001 Manual, Cash, Domestic Currency",152
"337","Fiscal, Budgetary Central Government, Memo Item: Expenditure, 2001 Manual, Domestic Currency",72
"338","Fiscal, Budgetary Central Government, Net acquisition of financial assets other than cash [32x_CA], Transactions, 2001 Manual, Cash, Domestic Currency",141
"339","Fiscal, Budgetary Central Government, Net Acquisition of Financial Assets Other than Cash, Classification of transactions in assets and liabilities, Transactions, 2001 Manual, Domestic Currency",58
"340","Fiscal, Budgetary Central Government, Net acquisition of nonfinancial assets excluding cash: Domestic [321x_CA], Transactions, 2001 Manual, Cash, Domestic Currency",136
"341","Fiscal, Budgetary Central Government, Net acquisition of nonfinancial assets excluding cash: Foreign [322x_CA], Transactions, 2001 Manual, Cash, Domestic Currency",129
"342","Fiscal, Budgetary Central Government, Net cash inflow from financing activities [NFB_CA], 2001 Manual, Cash, Domestic Currency",145
"343","Fiscal, Budgetary Central Government, Net cash inflow from operating activities [CIO_CA], 2001 Manual, Cash, Domestic Currency",200
"344","Fiscal, Budgetary Central Government, Net change in stock of cash [NCB_CA], 2001 Manual, Cash, Domestic Currency",158
"345","Fiscal, Budgetary Central Government, Net Lending/borrowing [NLB], 2001 Manual, Domestic Currency",72
"346","Fiscal, Budgetary Central Government, Net lending/borrowing, Adjustment to Net lending/borrowing, 2001 Manual, Domestic Currency",58
"347","Fiscal, Budgetary Central Government, Net operating balance, 2001 Manual, Domestic Currency",62
"348","Fiscal, Budgetary Central Government, Primary Net Cash Inflow from Operating Activities, 2001 Manual, Cash, Domestic Currency",145
"349","Fiscal, Budgetary Central Government, Primary operating balance, 2001 Manual, Domestic Currency",72
"350","Fiscal, Budgetary Central Government, Revenue, 2001 Manual, Domestic Currency",72
"351","Fiscal, Budgetary Central Government, Revenue, Grants, 2001 Manual, Cash, Domestic Currency",145
"352","Fiscal, Budgetary Central Government, Revenue, Grants, 2001 Manual, Domestic Currency",72
"353","Fiscal, Budgetary Central Government, Revenue, Other Revenue, 2001 Manual, Cash, Domestic Currency",147
"354","Fiscal, Budgetary Central Government, Revenue, Other Revenue, 2001 Manual, Domestic Currency",72
"355","Fiscal, Budgetary Central Government, Revenue, Social Contributions, 2001 Manual, Cash, Domestic Currency",144
"356","Fiscal, Budgetary Central Government, Revenue, Social Contributions, 2001 Manual, Domestic Currency",72
"357","Fiscal, Budgetary Central Government, Revenue, Tax, 2001 Manual, Cash, Domestic Currency",147
"358","Fiscal, Budgetary Central Government, Revenue, Tax, 2001 Manual, Domestic Currency",72
"359","Fiscal, Budgetary Central Government, Revenue, Tax, Goods and Services, 2001 Manual, Cash, Domestic Currency",112
"360","Fiscal, Budgetary Central Government, Revenue, Tax, Goods and Services, 2001 Manual, Domestic Currency",66
"361","Fiscal, Budgetary Central Government, Revenue, Tax, Income and Profits, 2001 Manual, Cash, Domestic Currency",112
"362","Fiscal, Budgetary Central Government, Revenue, Tax, Income and Profits, 2001 Manual, Domestic Currency",69
"363","Fiscal, Budgetary Central Government, Revenue, Tax, Other, 2001 Manual, Cash, Domestic Currency",108
"364","Fiscal, Budgetary Central Government, Revenue, Tax, Other, 2001 Manual, Domestic Currency",69
"365","Fiscal, Budgetary Central Government, Revenue, Tax, Payroll, 2001 Manual, Cash, Domestic Currency",99
"366","Fiscal, Budgetary Central Government, Revenue, Tax, Payroll, 2001 Manual, Domestic Currency",66
